Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
PCIJ,@PCIJdotOrg,2025-05-09T05:59:21.000Z,False,"Villar, Marcos, Binay, Tolentino, Dela Rosa, Abalos, Revilla, and Go. Based on data from Nielsen Ad Intel from January 2024 to March 2025. #phvoteRead our report: pcij.org/2025/05/09/8-s
…",1,39,37,10K,['#phvote'],[],[],https://pbs.twimg.com/profile_images/1785506948806557696/8NPZK8F2_bigger.jpg,https://x.com/PCIJdotOrg/status/1920720226498249021,tweet_id:1920720226498249021
Rappler,@rapplerdotcom,2025-04-27T00:00:21.000Z,True,"For the second time since early March, House Deputy Speaker Camille Villar called in sick and skipped a sortie with the administration’s Alyansa para sa Bagong Pilipinas. #InsideTrack #PHVote rappler.com/newsbreak/insi
…",30,9,25,10K,"['#InsideTrack', '#PHVote']",[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_bigger.jpg,https://x.com/rapplerdotcom/status/1916281224173171087,tweet_id:1916281224173171087
Angela Baron,@_rainbowfighter,2025-04-24T23:14:03.000Z,False,"Many #Kakampinks are suggesting to go Alyansa slate minus Imee and Camille PLUS Bam and Kiko.

For strategic reasons. 

What do you think? #Halalan2025 #NumbersGame",56,32,189,18K,"['#Kakampinks', '#Halalan2025', '#NumbersGame']",[],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_bigger.jpg,https://x.com/_rainbowfighter/status/1915544796170731950,tweet_id:1915544796170731950
JPG,@joel_gregorio,2025-04-23T04:22:42.000Z,False,"COMELEC issues Show-Cause Order against Camille Villar, daughter of the richest man in the country, for an alleged ‘vote-buying’ stunt. #Halalan2025",4,10,25,692,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1572739983060115457/-jHHuHGX_bigger.jpg,https://x.com/joel_gregorio/status/1914897697410277636,tweet_id:1914897697410277636
PCIJ,@PCIJdotOrg,2025-05-09T05:59:21.000Z,False,"Villar, Marcos, Binay, Tolentino, Dela Rosa, Abalos, Revilla, and Go. Based on data from Nielsen Ad Intel from January 2024 to March 2025. #phvoteRead our report: pcij.org/2025/05/09/8-s
…",1,39,37,10K,['#phvote'],[],[],https://pbs.twimg.com/profile_images/1785506948806557696/8NPZK8F2_bigger.jpg,https://x.com/PCIJdotOrg/status/1920720226498249021,tweet_id:1920720226498249021
Rappler,@rapplerdotcom,2025-04-22T06:33:44.000Z,True,JUST IN. The Commission on Elections is set to serve a show cause order against senatorial candidate Camille Villar for alleged vote-buying during a political activity in Cavite. | via Michelle Abad/Rappler #PHVoteMore in the philippine-politics chat room of,159,836,3.5K,168K,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_bigger.jpg,https://x.com/rapplerdotcom/status/1914568285158330595,tweet_id:1914568285158330595
ABS-CBN News,@ABSCBNNews,2025-04-22T06:14:20.000Z,True,Pinagpapaliwanag ng Comelec si senatorial bet Camille Villar dahil sa umano'y vote buying. | via  #Halalan2025,122,187,966,93K,['#Halalan2025'],['@johnsonmanabat'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1914563400052416670,tweet_id:1914563400052416670
Johnson Manabat,@JohnsonManabat,2025-04-22T06:11:25.000Z,False,Pinagpapaliwanag ng Comelec si senatorial bet Camille Villar dahil sa umano'y vote-buying. #Halalan2025 ,28,44,154,22K,['#Halalan2025'],['@ABSCBNNews'],[],https://pbs.twimg.com/profile_images/1954146565616246784/-z1CnYBL_bigger.jpg,https://x.com/JohnsonManabat/status/1914562666766733313,tweet_id:1914562666766733313
Rappler,@rapplerdotcom,2025-04-14T05:45:19.000Z,True,"One breezy February afternoon in San Jose Del Monte City, the Marcos slate Alyansa campaigned in the vote-rich province, and Camille Villar, heiress to the business and political empire, promised all the basic needs — housing, jobs, etc. — except for one: water. #PHVote 

Read",121,644,1.4K,79K,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_bigger.jpg,https://x.com/rapplerdotcom/status/1911656998602481825,tweet_id:1911656998602481825
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-13T04:21:08.000Z,False,"In Cebu, Governor Gwen Garcia has endorsed the following admin Senate bets:

-Abalos
-Bong Revilla
-Cayetano
-Lacson
-Pacquiao 
-Sotto
-Tolentino
-VillarUnclear if she plans to endorse Binay, Lapid, & Erwin Tulfo, or goes for KikoBam and/or pro-Duterte bets.#Halalan2025",7,7,69,4.7K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1911273421872435341,tweet_id:1911273421872435341
JPG,@joel_gregorio,2025-03-23T10:14:21.000Z,False,"“Imee Marcos at Camille Villar, tatanggalin sa Alyansa slate?”#Halalan2025",2,3,24,522,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1572739983060115457/-jHHuHGX_bigger.jpg,https://x.com/joel_gregorio/status/1903752166889627832,tweet_id:1903752166889627832
ABS-CBN News,@ABSCBNNews,2025-03-22T14:20:00.000Z,True,"Imee Marcos at Camille Villar, tatanggalin sa Alyansa slate? #Halalan2025",102,112,1.2K,179K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1903451599558901819,tweet_id:1903451599558901819
Detective Mask 名探偵マスク,@DetectiveMask,2025-02-22T09:10:49.000Z,False,"All the talk about Philippine Daily Inquirer becoming a shill for Camille Villar reminds me of the time The Manila Times and The Philippine Star seemed to be shilling for Bong Go in 2019, so much so that they had the same format in their reports at one point.#Halalan2025",3,8,25,2.1K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1893226930788295062,tweet_id:1893226930788295062
Roentgen,@ronaldgem,2024-12-30T16:10:43.000Z,False,"Last day of the year. Iwan na natin sina Pia Cayetano, Bato Dela Rosa, Bong Go, Lito Lapid, Imee Marcos, Bong Revilla, Francis Tolentino, Camille Villar, at lahat ng mga trapo at miyembro ng mga political dynasty sa 2024. Huwag na natin silang iboto sa #Halalan2025.",17,1.8K,4K,98K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1928738836429131776/dW7AkuZ3_bigger.jpg,https://x.com/ronaldgem/status/1873763656162480360,tweet_id:1873763656162480360
#Kakampink,@AltABSCBNSB,2024-11-18T16:15:18.000Z,False,Paka bastos talaga n'yang PUTANG INANG matandang matapobre na yan! Wag iboto sa #Halalan2025 si !,3,13,277,22K,['#Halalan2025'],['@Cynthia_'],[],https://pbs.twimg.com/profile_images/1954797854637322240/obbZ3jhL_bigger.jpg,https://x.com/AltABSCBNSB/status/1858544522290229248,tweet_id:1858544522290229248
Carmela Fonbuena,@carmelafonbuena,2024-10-16T04:20:22.000Z,False,"2001 elections saw the return of political ads in PH. Manuel Villar Jr launched his “Sipag at Tiyaga” TV, radio ads and won a come-from-behind victory in polls

The rest is history. He was senator for 12 years.  #PHvote #CampaignFinancePHRead: pcij.org/2024/10/16/spe
…",0,6,11,880,"['#PHvote', '#CampaignFinancePH']",['@PCIJdotOrg'],[],https://pbs.twimg.com/profile_images/1969272333815988224/3ZehXT3a_bigger.jpg,https://x.com/carmelafonbuena/status/1846405801969439059,tweet_id:1846405801969439059
Rappler,@rapplerdotcom,2024-10-16T01:35:08.000Z,True,"Camille Villar’s early spending is not surprising. The Villar family’s campaign spending over the past two decades highlights how the cost running campaigns has steadily increased. #PHVote #BeTheChange 

READ: trib.al/Bbe2Oza",28,21,27,8.2K,"['#PHVote', '#BeTheChange']",[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_bigger.jpg,https://x.com/rapplerdotcom/status/1846364218691289252,tweet_id:1846364218691289252
Carmela Fonbuena,@carmelafonbuena,2024-10-15T02:30:48.000Z,False,"A fourth Villar is running for the Senate. 

Las Piñas Rep. Camille Villar is entering the 2025 senatorial race with more resources than her rivals for her advertising campaign.

Read: pcij.org/2024/10/15/cam
…#PHvote #CampaignFinancePH ",1,8,11,958,"['#PHvote', '#CampaignFinancePH']",['@pcijdotorg'],[],https://pbs.twimg.com/profile_images/1969272333815988224/3ZehXT3a_bigger.jpg,https://x.com/carmelafonbuena/status/1846015842565398682,tweet_id:1846015842565398682
Detective Mask 名探偵マスク,@DetectiveMask,2024-10-07T05:31:10.000Z,False,"Is it just me, or did the 2025 Makabayan senatorial slate trigger a domino effect of more personalities coming up with a surprise senatorial run?

From 1-Rider's Bonifacio Bosita, to Manibela's Mar Valbuena, to fisherman & Magsaysay awardee Roberto Ballon.#Halalan2025",0,7,28,1K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1843162129614217608,tweet_id:1843162129614217608
Detective Mask 名探偵マスク,@DetectiveMask,2024-10-07T02:19:13.000Z,True,"Left: Manny Villar's COC filing, 2007
Right: Cynthia Villar's COC filing, 2025

Ganito na po katagal ang mga Villar sa pwesto. Silang lahat, nagko-kongresista at nagse-senador. Grabe. #Halalan2025",0,10,35,3.1K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1843113821310976502,tweet_id:1843113821310976502
ABS-CBN News,@ABSCBNNews,2024-10-06T03:10:51.000Z,True,"LOOK: Las Piñas City Councilor Mark Anthony Santos files his COC for representative of the city’s lone district. He likens his bid for Congress to the battle between David and Goliath, as he is expected to run against Senator Cynthia Villar. #Halalan2025 | via ",10,32,206,13K,['#Halalan2025'],['@raphbosano'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1842764429307560048,tweet_id:1842764429307560048
iMPACT Leadership,@iMPACTPH2019,2024-10-04T09:22:13.000Z,True,"'ANG GUSTO LANG PO NAMIN AY MAKATULONG'?

Rep. Camille Villar sought to downplay concerns of nepotism surrounding her family, highlighting that each family member was elected by the people and expressing gratitude for the trust and support they have received. #Halalan2025",144,44,62,14K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1713681702726651904/8YeAQ_vn_bigger.jpg,https://x.com/iMPACTPH2019/status/1842133112769400973,tweet_id:1842133112769400973
ABS-CBN News,@ABSCBNNews,2024-10-04T01:16:49.000Z,True,Supporters of Camille Villar gather outside the Manila Hotel ahead of her filing of Certificate of Candidacy for senator. | via  #Halalan2025,304,505,152,534K,['#Halalan2025'],['@willardcheng'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1842010956555321386,tweet_id:1842010956555321386
Informed PH,@informedph2,2024-09-26T03:48:44.000Z,True,"President @ endorses the administration senatorial slate for #Eleksyon2025.
 
Benhur Abalos
Abby Binay
Pia Cayetano
Ping Lacson
Lito Lapid
Imee Marcos
Manny Pacquiao
Bong Revilla
Tito Sotto
Francis Tolentino
Erwin TulfoCamille Villar#AbalosAko ctto",17,8,41,3.3K,"['#Eleksyon2025', '#AbalosAko']",['@bongbongmarcos'],[],https://pbs.twimg.com/profile_images/1961468802409119744/jB35BrRp_bigger.jpg,https://x.com/informedph2/status/1839150083625156699,tweet_id:1839150083625156699
Detective Mask 名探偵マスク,@DetectiveMask,2024-08-27T02:37:19.000Z,False,"On one hand, the Makabayan slate ran alongside Villar and Bongbong Marcos in 2010, despite their many issues.

On the other hand, the Liberal Party practically enabled Duterte in 2010-2016 despite his EJK controversies.

Do you REALLY wanna play this game? #Halalan2025",4,17,63,4.1K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1828260476154949852,tweet_id:1828260476154949852
Detective Mask 名探偵マスク,@DetectiveMask,2024-08-18T08:49:10.000Z,False,"Naalala niyo nung kalagitnaan ng 2013 Senate election season, nag-guest si Cynthia Villar sa ""Goin' Bulilit""? Kandidato pa siya noon para Senador. 

At gusto mong isipin natin na inosenteng gag show lang ang ""Goin' Bulilit""? #Halalan2025",2,10,30,2.1K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1825092564330197151,tweet_id:1825092564330197151
Detective Mask 名探偵マスク,@DetectiveMask,2024-08-17T04:03:42.000Z,False,"As I thought, this tweet was a warning. 

If you've seen millennial nepo-baby Camille Villar's TV ad recently, you get the feeling that she's indeed aiming for the millennial (and Gen Z) vote.

Oh boy... #Halalan2025",1,4,28,1.3K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1824658334361981037,tweet_id:1824658334361981037
ABS-CBN News,@ABSCBNNews,2024-07-31T13:15:00.000Z,True,"As her term ends, Senator Cynthia Villar eyes the mayoralty of Las Piñas City in #Halalan2025.

She says her decision is not yet final as her husband, former Senate president Manny Villar, encourages her to run for the House of Representatives.

Read: news.abs-cbn.com/news/2024/7/31
…",322,411,282,150K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1818636480782479774,tweet_id:1818636480782479774
ABS-CBN News Channel,@ANCALERTS,2024-07-25T09:33:51.000Z,True,Villar says daughter Camille will run for Senate #Halalan2025,157,70,26,34K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414916108289601540/v8USByp8_bigger.jpg,https://x.com/ANCALERTS/status/1816406501810114916,tweet_id:1816406501810114916
Detective Mask 名探偵マスク,@DetectiveMask,2024-07-12T14:04:16.000Z,False,"Tbh, I have a hard time taking a survey seriously if, for some reason, they did not include Chel Diokno and Camille Villar. 

And why are progressive names like Espiritu and De Guzman not included despite their 2022 performance, yet Belgica and Abella are here?#Halalan2025",2,2,20,1.6K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1811763508822073358,tweet_id:1811763508822073358
Detective Mask 名探偵マスク,@DetectiveMask,2024-06-24T14:43:53.000Z,False,"Then-Senator Manny Villar filing his COC for his re-election bid in 2007.

Akala natin noon si Manny lang ang magse-Senador. Wala tayong ideya noon na plano pala nila na bawat isa sa kanila ay makapasok sa Senado.

(Source: The Manila, Times,  February 13, 2007)#Halalan2025",9,28,136,4.8K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1805250499614273606,tweet_id:1805250499614273606
Detective Mask 名探偵マスク,@DetectiveMask,2024-06-17T13:48:46.000Z,False,"Right now, another possible millennial Senate bet may be emerging:

Baste Duterte (born 1987)

If he runs for Senator and wins, he may be one of the first millennials to be elected Senator (assuming Camille Villar also runs and wins).

Mga punyetang dinastiya. #Halalan2025",0,7,31,2.2K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1802699914276929792,tweet_id:1802699914276929792
Detective Mask 名探偵マスク,@DetectiveMask,2024-05-12T15:50:35.000Z,False,"Remember the people who comprised the Team PNoy senatorial slate back in 2013?

S. Angara
B. Aquino
A. Cayetano
Escudero
Hontiveros
Legarda
Madrigal
J. Magsaysay
K. Pimentel
Poe
TrillanesVillarEven back then, the Liberal Party had to make compromises.#Halalan2025",0,6,37,4.6K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1789684607295840549,tweet_id:1789684607295840549
